,FileName,GenomeSize,GeneSize,Coding,ASR,ASR_predicted,ASR_normalized,Taxonomy,Organism
13,GCF_003255815.1_Tgel_1.0_genomic.gff,2889630685,1236277189,34751377,2.454285480543692,2.94463456247388,1.81993618775915,Mammals,Theropithecus gelada
14,GCF_003339765.1_Mmul_10_genomic.gff,2971331530,1397257445,36176778,3.909689304006012,3.43343460400743,2.78653996968792,Mammals,Macaca mulatta
15,GCF_003369695.1_UOA_Brahman_1_genomic.gff,2680953056,1214764829,35666035,3.2449651047558272,2.68352610098848,2.87172427345667,Mammals,Bos indicus x Bos taurus
16,GCF_003668045.3_CriGri-PICRH-1.0_genomic.gff,2366634374,925869602,36279403,2.5222020604914586,1.74882052432033,3.08366680586046,Mammals,Cricetulus griseus
17,GCF_003704035.1_HU_Pman_2.1.3_genomic.gff,2512439762,1153416665,36224490,2.983466489107231,2.45944270740059,2.83430905139597,Mammals,Peromyscus maniculatus bairdii
18,GCF_004115215.2_mOrnAna1.pri.v4_genomic.gff,1859281927,950696141,32172991,2.4965818689347223,2.02731615677664,2.77955098184741,Mammals,Ornithorhynchus anatinus
19,GCF_004115265.2_mRhiFer1_v1.p_genomic.gff,2075768562,984760880,33885968,2.9526846628669423,2.76999168809627,2.49297824446,Mammals,Rhinolophus ferrumequinum
20,GCF_004126475.2_mPhyDis1.pri.v3_genomic.gff,2108832841,990991035,33945476,2.8199291122033463,2.65562110333168,2.474593278561,Mammals,Phyllostomus discolor
21,GCF_004664715.2_UCI_PerLeu_2.1_genomic.gff,2475180836,1033479850,36639424,2.63620855502532,2.44092467120786,2.50556915350679,Mammals,Peromyscus leucopus
22,GCF_006229205.1_meerkat_22Aug2017_6uvM2_HiC_genomic.gff,2353578744,1086310463,33155871,2.4176518541768965,1.94376581901753,2.7841713048487,Mammals,Suricata suricatta
23,GCF_006542625.1_Asia_NLE_v1_genomic.gff,2843982884,1269103513,35191847,2.8480701226053866,3.08445520147665,2.07390019081807,Mammals,Nomascus leucogenys
24,GCF_007474595.2_mLynCan4.pri.v2_genomic.gff,2407810255,1035683201,33894785,2.438722240014209,2.34266254347102,2.40634496623252,Mammals,Lynx canadensis
25,GCF_007565055.1_ASM756505v1_genomic.gff,3038477066,1262501252,35514818,2.8596122046859427,3.08385863797747,2.0860388363978,Mammals,Rhinopithecus roxellana
26,GCF_008632895.1_UCSF_Mcou_1_genomic.gff,2507184835,1114443055,34363302,3.440601750087928,2.98903979946279,2.76184722031447,Mammals,Mastomys coucha
27,GCF_008692025.1_mPhoSin1.pri_genomic.gff,2371524154,1089105969,33437755,3.063584502009779,2.71080062904576,2.66306914265335,Mammals,Phocoena sinus
28,GCF_008728515.1_Panubis1.0_genomic.gff,2869821163,1427108418,35850088,4.330872158528592,3.40291540982254,3.23824201839538,Mammals,Papio anubis
29,GCF_009762305.2_mZalCal1.pri.v2_genomic.gff,2409685272,1171373339,35531271,3.4394011404770746,2.93486115912274,2.81482525104367,Mammals,Zalophus californianus
30,GCF_009806435.1_UM_NZW_1.0_genomic.gff,2841507030,1420086425,37320991,3.7707346249192577,2.89407227633758,3.18694761827101,Mammals,Oryctolagus cuniculus
31,GCF_009829155.1_mMusErm1.Pri_genomic.gff,2445217270,1244808480,36067952,3.582884190374879,2.94106567052101,2.9521037895432,Mammals,Mustela erminea
32,GCF_009834535.1_BCGSAC_Cfer_1.0_genomic.gff,2087093976,1161193660,34856457,3.208352128272819,2.91458205552228,2.60405534243987,Mammals,Camelus ferus
33,GCF_009873245.2_mBalMus1.pri.v3_genomic.gff,2374868943,1100512837,33741698,3.0621316093813653,2.66813095318515,2.70428592588554,Mammals,Balaenoptera musculus
34,GCF_009914755.1_T2T-CHM13v2.0_genomic.gff,3117275595,1788081700,34366738,7.473293450195943,2.43012844564565,7.35345027423962,Mammals,Homo sapiens
35,GCF_011064425.1_Rrattus_CSIRO_v1_genomic.gff,2382787281,886643305,34773807,1.786038152221872,2.13097380599542,1.96534961591579,Mammals,Rattus rattus
36,GCF_011100555.1_mCalJa1.2.pat.X_genomic.gff,2874864526,1486452324,37555455,4.880040116675461,3.43277565432293,3.75754973204186,Mammals,Callithrix jacchus
37,GCF_011100635.1_mTriVul1.pri_genomic.gff,3359347707,1189414171,36564794,1.7346961123314413,1.75301436892387,2.2919670130969,Mammals,Trichosurus vulpecula
38,GCF_011762505.1_mArvNil1.pat.X_genomic.gff,2496761438,922075177,36588418,2.048276943813204,2.3264985926638,2.03206362083874,Mammals,Arvicanthis niloticus
39,GCF_011762595.1_mTurTru1.mat.Y_genomic.gff,2378522213,1115944333,33563163,3.368813273051768,2.77612003968057,2.90297850306053,Mammals,Tursiops truncatus
40,GCF_014441545.1_ROS_Cfam_1.0_genomic.gff,2396858295,1385415847,35727973,3.686254996889972,2.85368379917757,3.14285646740173,Mammals,Canis lupus familiaris
41,GCF_015220235.1_mChoDid1.pri_genomic.gff,3214702648,1364170497,37860694,2.8172450563109064,2.09298034714213,3.03454997885811,Mammals,Choloepus didactylus
42,GCF_015852505.1_mTacAcu1.pri_genomic.gff,2213004214,1008703716,32872687,1.9655412105496577,1.66524203974435,2.61058444049464,Mammals,Tachyglossus aculeatus
43,GCF_016077325.2_ASM1607732v2_genomic.gff,2431907375,1273043559,36538237,3.151317043567264,2.81911812369971,2.64248418955688,Mammals,Equus asinus
44,GCF_016432865.1_AdamAnt_v2_genomic.gff,3192661299,1323546671,35343809,2.21843814287249,2.24626126955659,2.28246214300523,Mammals,Antechinus flavipes
45,GCF_016433145.1_AgileGrace_genomic.gff,3701033721,1138869191,33966006,1.3969285938417368,1.53682242071716,2.17039144281391,Mammals,Gracilinanus agilis
46,GCF_016509475.1_Fcat_Pben_1.1_paternal_pri_genomic.gff,2435718761,1131404411,34763632,3.219905388481848,3.03444986231041,2.49574079586077,Mammals,Prionailurus bengalensis
47,GCF_016772045.2_ARS-UI_Ramb_v3.0_genomic.gff,2654063983,1291049951,36581767,4.583552675298599,3.28455640137815,3.60928154360978,Mammals,Ovis aries
48,GCF_016881025.1_HiC_Itri_2_genomic.gff,2478965571,1113097630,34737649,3.29027151492031,2.28752708080024,3.3130297038094,Mammals,Ictidomys tridecemlineatus
49,GCF_016906955.1_ROS_Pafr_v1_genomic.gff,2435083091,1095765702,34798289,2.774851487669408,2.55522763330169,2.52990912405705,Mammals,Phacochoerus africanus
50,GCF_018345385.1_ASM1834538v1_genomic.gff,2345550353,1119709331,35008077,3.2132793812125127,2.45800985097195,3.06555479992989,Mammals,Vulpes lagopus
51,GCF_018350155.1_O.geoffroyi_Oge1_pat1.0_genomic.gff,2426387554,1313919848,35276627,4.239936856774884,3.29930465832601,3.25091746813821,Mammals,Leopardus geoffroyi
52,GCF_018350175.1_F.catus_Fca126_mat1.0_genomic.gff,2425747038,1503160173,35943279,4.483923461740928,3.41138290960109,3.38282582182917,Mammals,Felis catus
53,GCF_018350195.1_P.tigris_Pti1_mat1.1_genomic.gff,2408695688,1195292413,35116905,3.088454178977333,2.93948858337144,2.45925086529523,Mammals,Panthera tigris
54,GCF_018350215.1_P.leo_Ple1_pat1.1_genomic.gff,2297568983,1152846535,33940426,3.0721418758857064,2.90145231603388,2.48097482954115,Mammals,Panthera leo
55,GCF_019320065.1_ASM1932006v1_genomic.gff,2526613007,1208269403,36625148,3.0526801966779766,2.68683402866475,2.67613143770256,Mammals,Cervus canadensis
56,GCF_019393635.1_mDroGli1.pri_genomic.gff,3303199800,1387331291,36428651,2.284871295398778,2.00212452478028,2.59303204030783,Mammals,Dromiciops gliroides
57,GCF_019923935.1_NDDB_SH_1_genomic.gff,2622460639,1298685229,36222716,3.8456735270762135,3.03275900057299,3.12319979619255,Mammals,Bubalus bubalis
58,GCF_020171115.1_ASM_NN_V1_genomic.gff,2681215271,1082001795,34970376,2.6263414496887307,2.51539887144979,2.42122784792828,Mammals,Neogale vison
59,GCF_020740605.2_mLemCat1.pri_genomic.gff,2245601549,963546811,34236406,2.538009159022124,2.57537855910012,2.27291586961133,Mammals,Lemur catta
60,GCF_020740685.1_mJacJac1.mat.Y.cur_genomic.gff,2863865261,1160311585,34846646,2.6012538767719566,1.9744228577997,2.93711628866158,Mammals,Jaculus jaculus
61,GCF_020826845.1_mDicBic1.mat.cur_genomic.gff,3005535620,1119162007,36182270,2.651132087621921,2.3507185486169,2.61069880869436,Mammals,Diceros bicornis minor
62,GCF_021613505.1_UCLA_HA_Equagga_1.0_genomic.gff,2500930762,1065443308,35995116,2.819513764033988,2.39384080330259,2.73595823042073,Mammals,Equus quagga
63,GCF_022355385.1_MUSNIG.SB6536_genomic.gff,2498549507,1136625213,34450511,2.7427669505395724,2.44865941518692,2.60439280504198,Mammals,Mustela nigripes
64,GCF_022682495.1_HLdesRot8A_genomic.gff,2113489943,980952820,33902273,3.107093586320893,2.85706433162396,2.56031452438626,Mammals,Desmodus rotundus
65,GCF_022837055.1_UM_Priviv_1.0_genomic.gff,2461562329,1200899607,35004057,3.27752311682043,3.05891015025226,2.5288982362575,Mammals,Prionailurus viverrinus
66,GCF_023065955.2_UrsArc2.0_genomic.gff,2423418479,1200066346,35297810,3.5749668888806414,2.65414063091416,3.23111152765581,Mammals,Ursus arctos
67,GCF_023091745.1_Takin1.1_genomic.gff,2851654952,993435655,35124450,1.5481103334002384,1.8927046605129,1.96569094257667,Mammals,Budorcas taxicolor
68,GCF_023159225.1_ASM2315922v1_genomic.gff,2212099196,855531320,35143958,2.2843188009728443,1.80732163596918,2.787282434693,Mammals,Perognathus longimembris pacificus
69,GCF_023721935.1_Puncia_PCG_1.0_genomic.gff,2433989369,1099090404,34275475,2.5986210256750635,2.44901552782331,2.45989076754109,Mammals,Panthera uncia
70,GCF_024139225.1_mSunEtr1.pri.cur_genomic.gff,2471666657,1050229418,33498078,1.419554369656671,1.58274662840852,2.14709301093748,Mammals,Suncus etruscus
71,GCF_024166365.1_mEleMax1_primary_haplotype_genomic.gff,3401247148,1400204417,36925090,2.997778962759468,2.06584517150114,3.24221906094766,Mammals,Elephas maximus indicus
72,GCF_024542745.1_ASM2454274v1_genomic.gff,2822383045,2026802862,35930473,3.4685211074176507,3.30397860341305,2.47482777369393,Mammals,Macaca thibetana thibetana
73,GCF_025265405.1_mMesDen1_primary_haplotype_genomic.gff,2683391478,1033599505,34294785,2.5469691966285835,2.2405990649842,2.61665540133372,Mammals,Mesoplodon densirostris
74,GCF_026419965.1_mKogBre1_haplotype_1_genomic.gff,2555855246,1248723099,32796783,4.2179249105011305,3.10879636277051,3.41941381741995,Mammals,Kogia breviceps
75,GCF_027406575.1_mNycCou1.pri_genomic.gff,2917154053,1239758111,36558922,3.065620042078921,2.67318367377683,2.70272163799142,Mammals,Nycticebus coucang
76,GCF_027409185.1_mCynVol1.pri_genomic.gff,2814418120,999762324,36638585,2.27200551003812,1.77271619487199,2.80957458485546,Mammals,Cynocephalus volans
77,GCF_027475565.1_VMU_Ajub_asm_v1.0_genomic.gff,2377417351,1345764271,35289859,4.081771253322378,3.40203885221515,2.99001767079656,Mammals,Acinonyx jubatus
78,GCF_027574615.1_DD_ASM_mEF_20220401_genomic.gff,2008057866,916244699,34253197,1.91371403959753,2.19682713761429,2.02717217167257,Mammals,Eptesicus fuscus
79,GCF_027595985.1_mSorAra2.pri_genomic.gff,2405993548,1000908474,34444592,2.3311811909399305,1.74611126033882,2.89535520029044,Mammals,Sorex araneus
80,GCF_027887165.1_mMonDom1.pri_genomic.gff,3586166573,1582027291,38182462,3.70753894811707,2.7721621591095,3.2456620586969,Mammals,Monodelphis domestica
81,GCF_028018385.1_mNeoNeb1.pri_genomic.gff,2468345093,1331947233,35728683,3.781186644914955,3.24494997479175,2.84652193981253,Mammals,Neofelis nebulosa
82,GCF_028021215.1_mEscRob2.pri_genomic.gff,2982418581,1071685083,33252536,2.597158273883231,2.49444996559122,2.41299357798134,Mammals,Eschrichtius robustus
83,GCF_028023285.1_mBalRic1.hap2_genomic.gff,2678442663,1196409229,34033367,3.206723037423832,2.60854429139344,2.90846401571972,Mammals,Balaenoptera ricei
84,GCF_028533385.1_Panthera_onca_HiC_genomic.gff,2380259976,1215360283,34151998,3.1437722618746933,2.37047910839103,3.08357842317299,Mammals,Panthera onca
85,GCF_028564815.1_mEubGla1.1.hap2._XY_genomic.gff,2843691573,1081812035,34231746,2.4549688175414714,2.32372479245393,2.44152929477687,Mammals,Eubalaena glacialis
86,GCF_028858775.2_NHGRI_mPanTro3-v2.0_pri_genomic.gff,3177756316,1594816740,38249164,6.200081209618071,3.69693565140507,4.81343082790233,Mammals,Pan troglodytes
87,GCF_028878055.3_NHGRI_mSymSyn1-v2.1_pri_genomic.gff,3262904224,1522252240,37596901,4.717259382628371,3.48747768095266,3.54006697136504,Mammals,Symphalangus syndactylus
88,GCF_028885625.2_NHGRI_mPonPyg2-v2.0_pri_genomic.gff,3220951552,1412272219,37584606,4.357097823507848,3.41669276138937,3.25069033180781,Mammals,Pongo pygmaeus
89,GCF_028885655.2_NHGRI_mPonAbe1-v2.0_pri_genomic.gff,3259870029,1521288162,37527069,4.530202825059425,3.40547365396455,3.4350144407842,Mammals,Pongo abelii
90,GCF_029281585.2_NHGRI_mGorGor1-v2.0_pri_genomic.gff,3545850636,1534378983,38393372,4.406546890437235,3.41710951636778,3.29972264375879,Mammals,Gorilla gorilla gorilla
91,GCF_029289425.2_NHGRI_mPanPan1-v2.0_pri_genomic.gff,3244905271,1550002662,38481835,4.271679767869697,3.5257121421293,3.05625289542973,Mammals,Pan paniscus
92,GCF_029407905.1_PCC_UOA_SB_1v2_genomic.gff,2898492518,1309065151,36525576,3.083667373240055,2.5120441251708,2.88190851775858,Mammals,Bubalus kerabau
93,GCF_030014295.1_mLoxAfr1.hap2_genomic.gff,3540876381,1250239579,37237931,3.0219356977701044,2.23258877211693,3.09963219534251,Mammals,Loxodonta africana
94,GCF_030020395.1_mManPen7.hap1_genomic.gff,2840164579,1243579036,36291656,3.5350785866591483,2.69511292243857,3.15025093390991,Mammals,Manis pentadactyla
95,GCF_030028045.1_mHipAmp2.hap2_genomic.gff,2538259262,1057953209,36747529,2.984732769378861,2.45543899178194,2.83957904728626,Mammals,Hippopotamus amphibius kiboko
96,GCF_030254825.1_Bangor_MerUng_6.1_genomic.gff,2702201048,1081354292,36015429,3.0783760482208886,2.47341336948515,2.91524794842507,Mammals,Meriones unguiculatus
97,GCF_030435755.1_mOchPri1.hap1_genomic.gff,2555444530,968713537,34678153,2.2666739200325923,2.00279400103559,2.57416518868633,Mammals,Ochotona princeps
98,GCF_030435805.1_mMusLut2.pri_genomic.gff,2586268927,1201530126,35591384,3.2715154038404357,2.98242986621199,2.59937080731777,Mammals,Mustela lutreola
99,GCF_030445035.1_mDasNov1.hap2_genomic.gff,3570966115,1377961071,37714874,3.092718140858697,2.05087398111961,3.35212942942842,Mammals,Dasypus novemcinctus
100,GCF_032405125.1_serow.2_genomic.gff,2828283278,946804621,34306272,1.7624876290842677,1.82153216581979,2.25124073295381,Mammals,Capricornis sumatraensis
101,GCF_032452875.1_ARS-OSU_banteng_1.0_genomic.gff,2972811588,1292266096,36544462,3.4633294642564447,2.96897725703114,2.80463747691464,Mammals,Bos javanicus
102,GCF_033115175.1_mLepTim1.pri_genomic.gff,2930972321,1123652839,36397498,2.262585988740215,1.83454062383831,2.73833063459124,Mammals,Lepus europaeus
103,GCF_033118175.1_ASM3311817v1_genomic.gff,3104280228,1129061811,36597213,2.536968511782577,2.17608213283961,2.6711716486323,Mammals,Dama dama
104,GCF_036321535.1_mCamDro1.pat_genomic.gff,2306603094,1132409040,34463263,3.0728930977893767,2.85984174180811,2.5233366256706,Mammals,Camelus dromedarius
105,GCF_036323735.1_GRCr8_genomic.gff,2849581192,1286142611,38225037,4.747296202747953,3.48113374016442,3.57644773227287,Mammals,Rattus norvegicus
106,GCF_036850765.1_mSacBil1_pri_phased_curated_genomic.gff,2612309609,1172678821,34007263,2.974245472209863,2.80433237866307,2.48019836323613,Mammals,Saccopteryx bilineata
107,GCF_036850995.1_mSacLep1_pri_phased_curated_genomic.gff,2576513769,1176694272,34151065,2.8717158601056805,2.62206543929098,2.55993569050404,Mammals,Saccopteryx leptura
108,GCF_037993035.1_T2T-MFA8v1.0_genomic.gff,3042914375,1527820072,36877520,4.606120042779449,3.54922198550126,3.36718332696752,Mammals,Macaca fascicularis
109,GCF_039906515.1_mPseCra1.hap1_genomic.gff,2674592094,1318285452,33360167,3.9973217460212354,3.19876812564257,3.108838890068,Mammals,Pseudorca crassidens
110,GCF_041146395.1_OSU_ERuf_1_genomic.gff,2415577446,915318388,33794278,2.2874241905685926,2.26744901856727,2.33026044169065,Mammals,Eulemur rufifrons
111,GCF_900094665.2_CAROLI_EIJ_v1.1_genomic.gff,2552832562,1020320320,34998709,2.8114695316332954,,,Mammals,Mus caroli
112,GCF_900095145.1_PAHARI_EIJ_v1.1_genomic.gff,2475012951,962869834,34374867,2.5159734581663975,2.28801876649564,2.53823996136009,Mammals,Mus pahari
113,GCF_902635505.1_mSarHar1.11_genomic.gff,3086674442,1298047186,35281564,2.7820323101322835,2.37011893357792,2.72219864624369,Mammals,Sarcophilus harrisii
114,GCF_902655055.1_mLutLut1.2_genomic.gff,2438458878,1192943008,35710356,3.2866964137798007,2.9865782444022,2.61040343906694,Mammals,Lutra lutra
115,GCF_902686445.1_mSciCar1.2_genomic.gff,2815397268,1075605297,36497701,2.776946224640286,2.22578252445502,2.8614489698746,Mammals,Sciurus carolinensis
116,GCF_903992535.2_mArvAmp1.2_genomic.gff,2297766297,888657614,35516615,2.161823614102864,2.00086378587847,2.47124509791373,Mammals,Arvicola amphibius
117,GCF_903995425.1_mOncTor1.1_genomic.gff,2468394440,978105808,35017639,2.475167529141528,2.03846364876513,2.74698915006573,Mammals,Onychomys torridus
118,GCF_903995435.1_mAcoRus1.1_genomic.gff,2301522284,923730223,34563650,1.753973611004625,1.82863418866458,2.23562469202938,Mammals,Acomys russatus
119,GCF_910594005.1_mCerEla1.1_genomic.gff,2886603524,1237320235,37651428,3.042868121761544,2.65957263092352,2.69358076052736,Mammals,Cervus elaphus
120,GCF_922984935.1_mMelMel3.1_paternal_haplotype_genomic.gff,2738694446,1117747477,35862955,2.889693780113769,2.59795743267912,2.60202161712398,Mammals,Meles meles
121,GCF_937001465.1_mOrcOrc1.1_genomic.gff,2647351467,1333789255,34260195,3.8447042114033505,3.11418359578444,3.04080588530824,Mammals,Orcinus orca
122,GCF_947179515.1_mApoSyl1.1_genomic.gff,2889785202,1022130790,37090074,2.3859350078406423,2.23453297212277,2.4616873054072,Mammals,Apodemus sylvaticus
123,GCF_949774975.1_mLagAlb1.1_genomic.gff,2544835795,1095748907,33461425,2.8798861973152667,2.68027955399307,2.50989191301153,Mammals,Lagenorhynchus albirostris
124,GCF_949786415.1_PerEre_H2_v1_genomic.gff,2916563079,935942598,36283778,1.8627221233687408,1.93360523749875,2.23940215555932,Mammals,Peromyscus eremicus
125,GCF_949987515.1_mDelDel1.1_genomic.gff,2663516986,1105159209,33128386,2.360389425551852,2.46038690353693,2.21028779170426,Mammals,Delphinus delphis
126,GCF_949987535.1_mBalAcu1.1_genomic.gff,2772885358,1176073562,34590048,3.159894371930331,2.59460386077427,2.87557578084539,Mammals,Balaenoptera acutorostrata
127,GCF_950005125.1_mChiNiv1.1_genomic.gff,2393390621,965587975,36426563,2.441391409889536,2.12806881025714,2.62360786932173,Mammals,Chionomys nivalis
128,GCF_950295315.1_mEriEur2.1_genomic.gff,2720683831,1261354776,34939427,2.9279819328462366,2.3827291472859,2.85553805524967,Mammals,Erinaceus europaeus
129,GCF_963259705.1_mMyoDau2.1_genomic.gff,2127807131,1009506722,36120753,3.305615555688997,2.6689211349932,2.94697969038513,Mammals,Myotis daubentonii
130,GCF_963455315.1_mGloMel1.1_genomic.gff,2651292441,1215546487,33656670,3.122239544197332,2.72633124126385,2.70619357262281,Mammals,Globicephala melas
131,GCF_963924675.1_mPhoPho1.1_genomic.gff,2512713112,893267297,32020782,1.7756656598830096,1.75050849741934,2.335442432153,Mammals,Phocoena phocoena
132,GCF_963930625.1_mMunRee1.1_genomic.gff,2656168540,1097857029,36190850,2.5722424038120133,2.11448344453184,2.76804422896951,Mammals,Muntiacus reevesi
133,GCF_000146605.3_Turkey_5.1_genomic.gff,1115474681,463508513,26861651,1.8452544484328235,1.70466157526739,2.45087814285476,Birds,Meleagris gallopavo
134,GCF_000247815.1_FicAlb1.5_genomic.gff,1118343587,526261978,27273463,1.8717353201535132,1.63063541934064,2.55138517050221,Birds,Ficedula albicollis
135,GCF_000738735.6_ASM73873v6_genomic.gff,1030881721,606296677,26971534,3.093038497550788,,,Birds,Corvus cornix cornix
136,GCF_001522545.3_Parus_major1.1_genomic.gff,1020310769,570285686,27427502,3.083236964124549,2.72776857365507,2.66575366015881,Birds,Parus major
137,GCF_001577835.2_Coturnix_japonica_2.1_genomic.gff,927656957,574861714,28979159,3.1706115764091014,3.09284598400602,2.38805086209242,Birds,Coturnix japonica
138,GCF_002078875.1_NumMel1.0_genomic.gff,1043264150,651586469,28880405,3.219100043784012,3.10089131531187,2.42849399816147,Birds,Numida meleagris
139,GCF_003957555.1_bCalAnn1_v1.p_genomic.gff,1059687259,516828588,26878017,2.1050259027665614,2.18079784746472,2.23451332499118,Birds,Calypte anna
140,GCF_003957565.2_bTaeGut1.4.pri_genomic.gff,1056271262,613060756,30221454,3.093028118369156,3.05184970384015,2.35146368421834,Birds,Taeniopygia guttata
141,GCF_004027225.2_bStrHab1.2.pri_genomic.gff,1148597545,639194153,29644399,3.2759716262083773,2.96778194993579,2.61847494596192,Birds,Strigops habroptila
142,GCF_005870125.1_lonStrDom2_genomic.gff,1060269806,580914162,27846578,2.221779351128889,1.88818170592386,2.64388291489436,Birds,Lonchura striata
143,GCF_009650955.1_bCorMon1.pri_genomic.gff,1112734094,654744117,29812038,3.2913735384343727,3.15889003674094,2.44276877138276,Birds,Corvus moneduloides
144,GCF_009769625.2_bCygOlo1.pri.v2_genomic.gff,1134186642,709103668,29785789,3.5396305600633915,3.15342480141524,2.69649102833749,Birds,Cygnus olor
145,GCF_009819655.1_bSylAtr1.pri_genomic.gff,1066804524,566139225,28388271,1.9910501417997597,2.34680182731064,1.95453358417845,Birds,Sylvia atricapilla
146,GCF_009819795.1_bAytFul2.pri_genomic.gff,1127004725,554283088,28239036,2.130185215954256,1.75007246494453,2.69039802069906,Birds,Aythya fuligula
147,GCF_009819885.2_bCatUst1.pri.v2_genomic.gff,1131616530,617617649,30495828,2.5970660642498378,2.27711968462927,2.6302316493099,Birds,Catharus ustulatus
148,GCF_009829145.1_bChiLan1.pri_genomic.gff,1089631598,626276084,28928780,2.9518742235241167,2.73777210467393,2.52438738853952,Birds,Chiroxiphia lanceolata
149,GCF_011077185.1_BPBGC_Ojam_1.0_genomic.gff,1147585764,686253766,29140822,3.07601388183216,2.6195779960808,2.76672115544069,Birds,Oxyura jamaicensis
150,GCF_012275295.1_bMelUnd1.mat.Z_genomic.gff,1171617451,555480846,29370298,1.859883852727677,1.98166143798063,2.18850768443638,Birds,Melopsittacus undulatus
151,GCF_012460135.2_BPBGC_Mater_1.1_genomic.gff,1087236743,575192435,29192453,1.9799535174382228,2.35207910246003,1.93815968466752,Birds,Molothrus ater
152,GCF_013368605.1_bNycGra1.pri_genomic.gff,1256393467,600343221,29082327,2.19404076572002,2.20697936226989,2.29734667313946,Birds,Nyctibius grandis
153,GCF_013377495.2_CAtr_DNAZoo_HiC_assembly_genomic.gff,1124233768,594020729,28645831,2.589112461076797,2.21178060995942,2.68761712080671,Birds,Cygnus atratus
154,GCF_014839835.1_bDryPub1.pri_genomic.gff,1187939694,579499861,27938000,1.77915777793686,1.75320811254424,2.33623493508195,Birds,Dryobates pubescens
155,GCF_015220075.1_bFalRus1.pri_genomic.gff,1195847496,650468880,29374969,3.0741124186377866,2.95866164040692,2.4257360479202,Birds,Falco rusticolus
156,GCF_015220805.1_bPogPus1.pri_genomic.gff,1272338968,741002755,28607513,2.7685735561843487,2.62431575239638,2.4545430734773,Birds,Pogoniulus pusillus
157,GCF_015227805.2_bHirRus1.pri.v3_genomic.gff,1105955550,584803197,28200185,2.8305428847363943,2.51114805380564,2.62968010062009,Birds,Hirundo rustica
158,GCF_015476345.1_ZJU1.0_genomic.gff,1188533289,733226250,30500005,3.265059038514912,3.00328726429553,2.57205704390872,Birds,Anas platyrhynchos
159,GCF_015832195.1_Motacilla_alba_V1.0_pri_genomic.gff,1072670728,601799997,28819245,3.644757938662168,2.95461754050957,3.00042566784192,Birds,Motacilla alba alba
160,GCF_016700215.2_bGalGal1.pat.whiteleghornlayer.GRCg7w_genomic.gff,1050511239,715865964,31792263,4.7171744899065535,,,Birds,Gallus gallus
161,GCF_017639655.2_bFalNau1.pat_genomic.gff,1215719661,652577232,29592727,3.057896218891892,,,Birds,Falco naumanni
162,GCF_017976375.1_bCucCan1.pri_genomic.gff,1180136575,690917255,30741913,3.054920524952367,2.96475728533411,2.40044850930759,Birds,Cuculus canorus
163,GCF_018139145.2_ASM1813914v2_genomic.gff,1240248578,604189565,27519869,1.7181930626195931,1.9052062139307,2.12327211837822,Birds,Gymnogyps californianus
164,GCF_020740725.1_bCorHaw1.pri.cur_genomic.gff,1151611379,647354194,30006553,3.3326861969117214,2.94988505951329,2.69308640708776,Birds,Corvus hawaiiensis
165,GCF_020740795.1_bApuApu2.pri.cur_genomic.gff,1100378261,614277036,27445505,2.9014114697470497,2.64554326261576,2.56615347682062,Birds,Apus apus
